facility_name,address,city,state,zip,county,lat,long,fractracker_status,purpose,operator_name,tenant,mw_capacity,size_rank,power_source,dedicated_power_plant,number_of_generators,number_of_buildings,cooling_source,cooling_type,facility_size_sqft,property_size_acres,project_cost,expected_date_online,community_pushback,advocacy_information,resistance_status,nda,echo_registry_id,echo_facility_name,echo_facility_street,echo_facility_city,echo_facility_state,echo_naics_codes,echo_sic_codes,AIR_FLAG,NPDES_FLAG,RCRA_FLAG,SDWIS_FLAG,GHG_FLAG,CAA_PERMIT_TYPES,CWA_PERMIT_TYPES,RCRA_PERMIT_TYPES,FAC_ACTIVE_FLAG,FAC_MAJOR_FLAG,echo_distance_miles,match_score,match_name_score,match_addr_score,match_naics_hit,match_sic_hit,matched_naics,matched_sic,echo_dfr_url,match_confidence,n_air_programs,earliest_air_program_begin,latest_air_program_begin,air_program_codes,air_operating_statuses,n_water_permits,earliest_water_orig_issue,earliest_water_issue,latest_water_issue,latest_water_expiration,latest_water_termination,water_permit_types,water_permit_statuses,water_permit_numbers,earliest_known_permit_date,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary,mw_low,mw_high,mw_numeric_mid,process_start_date,process_start_event_type,first_approval_date,first_approval_event_type,first_approval_actor_level,days_to_first_approval,months_to_first_approval,last_event_date,total_observed_days,is_approved,is_terminated,terminal_outcome,is_censored
Atlas Power ,near 5000-5068 143rd Ave NW,Williston,ND,58801,Williams,48.1455,-103.77432,Operating,Crypto,,,240-700,Hyperscale (100-999 MW),,,,,,,,,$1.9 billion,,Yes,,,,110044822706,PAT'S OFFROAD INC,14237 HWY 2 WEST,WILLISTON,ND,213112 562111,,N,N,Y,N,N,,,Other,Y,,0.629063673533513,0.5,0.5,0.222,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110044822706,low,0,,,,,0,,,,,,,,,,6,2022-01-26,2025-06,construction_started|court_ruling|lawsuit_filed|other|project_announced|public_hearing_held,2022-01-26(day): project_announced=n_a by Atlas Power / FX Solutions / Governor Doug Burgum; 2022-01-26(day): construction_started=in_progress by FX Solutions; 2023(year): lawsuit_filed=filed by 22 Judson Township residents; 2024-03-20(day): public_hearing_held=n_a by Northwest District Court (Judge Kirsten Sjue); 2024-03-20(day): court_ruling=n_a by Northwest District Court (Judge Kirsten Sjue); 2025-06(month): other=n_a by Atlas Power / 22 Judson Township residents,240.0,700.0,470.0,2022-01-26,project_announced,,,,,,2025-06-01,1222,False,False,pending,True
Jet.AI,Curocee Rd,Moapa,NV,89025,Clark,36.688816,-114.62739,Proposed,,,,50,Medium (11-50 MW),Grid (unspecified mix),,,,,,,20,,,Unknown,,,,110043090650,AQUATIC CO,201 MEADOW VALLEY RD,MOAPA,NV,326191,3088,Y,Y,Y,N,N,Major Emissions,Non-M,SQG,Y,Y,0.38286987257934063,0.308,0.308,0.167,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110043090650,none,0,,,,,0,,,,,,,,,,3,2025-12-24,2025-12-24,land_purchased|other|project_announced,2025-12-24(day): project_announced=n_a by Jet.AI / Choo Choo Express (CCE); 2025-12-24(day): other=approved by Jet.AI / Choo Choo Express (CCE); 2025-12-24(day): land_purchased=planned by Choo Choo Express (CCE),50.0,50.0,50.0,2025-12-24,project_announced,2025-12-24,other,developer,0,0.0,2025-12-24,0,True,False,approved,False
Centra,265 Keystone Ave,Reno,NV,89503,Washoe,39.525772,-119.82659,Approved/Permitted/Under construction,,,,12,Medium (11-50 MW),,,,,,,,,,,Unknown,,,,110012186507,SAVE MART SUPERMARKETS LLC DBA SAVE MART #553,525 KEYSTONE AVE,RENO,NV,445110,,N,N,Y,N,N,,,VSQG,Y,,0.21529397569615608,0.917,0.174,0.917,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110012186507,low,0,,,,,0,,,,,,,,,,3,2025-11-24,2026,construction_started|fully_operational|project_announced,2025-11-24(day): project_announced=n_a by Centra; 2025-11-24(day): construction_started=n_a by Centra; 2026(year): fully_operational=planned by Centra,12.0,12.0,12.0,2025-11-24,project_announced,,,,,,2026-01-01,38,False,False,pending,True
Lumen Technologies mini Data Center,148 Gardner St,Reno,NV,89503,Washoe,39.52402,-119.827,Operating,,,,2,Small (0-10 MW),,,,,,,,,,,Unknown,,,,110007978572,COMSTOCK HOTEL CASINO SLOT SHOP,148-1/2 WEST ST,RENO,NV,,,N,N,Y,N,N,,,Other,,,0.6219775565115359,0.694,0.37,0.694,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110007978572,low,0,,,,,0,,,,,,,,,,6,1999,2025-09-17,conditional_use_permit_applied|conditional_use_permit_decision|fully_operational|land_purchased|other,1999(year): fully_operational=n_a by Lumen Technologies; 2017(year): land_purchased=n_a by Lumen Technologies; 2025(year): other=in_progress by City of Reno; 2025(year): conditional_use_permit_applied=filed by Lumen Technologies; 2025-02(month): other=n_a by Reno City Council; 2025-09-17(day): conditional_use_permit_decision=approved by Reno Planning Commission,2.0,2.0,2.0,1999-01-01,fully_operational,2025-09-17,conditional_use_permit_decision,local,9756,320.5,2025-09-17,9756,True,False,approved,False
Oppidan Data Center,9745 N Virginia St,Reno,NV,89507,Washoe,39.61418,-119.877,Approved/Permitted/Under construction,,,,8,Small (0-10 MW),,,,,,,,,,,Unknown,,,,110070912354,AMAZON.COM SERVICES LLC - DLV3,9740 NORTH VIRGINIA STREET,RENO,NV,493110,,N,N,Y,N,N,,,SQG,Y,,0.06922966948174913,0.923,0.194,0.923,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070912354,low,0,,,,,0,,,,,,,,,,3,2025-02,2025-03-14,public_hearing_held|rezoning_council_decision|special_use_permit_decision,2025-02(month): special_use_permit_decision=denied by Reno Planning Commission; 2025-03-12(day): rezoning_council_decision=approved by Reno City Council; 2025-03-14(day): public_hearing_held=n_a by Reno City Council,8.0,8.0,8.0,2025-02-01,special_use_permit_decision,2025-03-12,rezoning_council_decision,local,39,1.3,2025-03-14,41,True,True,denied,False
Tract Data Center,off Alt-95,Silver Springs,NV,89429,Lyon County,39.42805,-119.232,Proposed,,,,1600,"Mega campus (>1,000 MW)",,,,,,,,1060,,,Unknown,,,,110070518242,ZAYO GROUP UNDERGROUND FIBER,SR 439 AT I-80,WASHOE COUNTY,NV,,4813,N,Y,N,N,N,,Non-M,,Y,,0.6993512087087367,0.433,0.061,0.333,false,true,,4813,http://echo.epa.gov/detailed-facility-report?fid=110070518242,none,0,,,,,0,,,,,,,,,,4,2024-02,2027-09,land_purchased|other|project_announced,2024-02(month): land_purchased=approved by Tract; 2024-06-19(day): project_announced=n_a by Tract; 2025(year): other=planned by Tract; 2027-09(month): other=planned by Tract,1600.0,1600.0,1600.0,2024-02-01,land_purchased,2024-02-01,land_purchased,developer,0,0.0,2027-09-01,1308,True,False,approved,False
Tract Data Center,USA Parkway,Silver Springs,NV,89429,Storey County,39.47083,-119.40618,Proposed,,,,1200,"Mega campus (>1,000 MW)",,,,,,,,1500,,,Unknown,,,,110070518242,ZAYO GROUP UNDERGROUND FIBER,SR 439 AT I-80,WASHOE COUNTY,NV,,4813,N,Y,N,N,N,,Non-M,,Y,,0.6993512087087367,0.433,0.061,0.333,false,true,,4813,http://echo.epa.gov/detailed-facility-report?fid=110070518242,none,0,,,,,0,,,,,,,,,,4,2024-02,2027-09,land_purchased|other|project_announced,2024-02(month): land_purchased=approved by Tract; 2024-06-19(day): project_announced=n_a by Tract; 2025(year): other=planned by Tract; 2027-09(month): other=planned by Tract,1200.0,1200.0,1200.0,2024-02-01,land_purchased,2024-02-01,land_purchased,developer,0,0.0,2027-09-01,1308,True,False,approved,False
STAMP Data Center,1249 Stamp Dr,Alabama,NY,14013,Genesee County,43.08677,-78.3978,Proposed,,Apollo Global Management ,,500,Hyperscale (100-999 MW),,,,,,,"2,200,000",90,,,Yes,A public hearing is being held March 19 at 7:00 PM in the town of Alabama on Judge Rd. Public comments being accepted through March 31: https://docs.google.com/document/d/1V9JcpmERQ7EZ5vxm9KiaX6AqYO6XUkpuCELwxKIxHKs/edit?usp=drivesdk,,,110072102572,STAMP SUBSTATION,6576 CROSBY ROAD,ALABAMA,NY,,,N,Y,N,N,N,,Non-M,,Y,,0.6276626848570376,0.476,0.476,0.19,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110072102572,none,0,,,,,0,,,,,,,,,,18,2024-10,2030,construction_started|fully_operational|lawsuit_filed|other|partial_operational|project_announced|project_withdrawn|public_hearing_held|state_environmental_review_initiated,2024-10(month): project_announced=n_a by Genesee County Economic Development Center (GCEDC); 2024-10-03(day): state_environmental_review_initiated=in_progress by Genesee County Economic Development Center (GCEDC); 2025-02-03(day): public_hearing_held=n_a by Genesee County Economic Development Center (GCEDC); 2025-03(month): other=approved by Genesee County Economic Development Center (GCEDC); 2025-03(month): state_environmental_review_initiated=in_progress by Genesee County Economic Development Center (GCEDC); 2025-03-03(day): other=recommended_approval by GCEDC Technical Review Team; 2025-07-01(day): lawsuit_filed=filed by Tonawanda Seneca Nation and Sierra Club; 2025-09-04(day): project_withdrawn=withdrawn by STREAM U.S. Data Centers; 2025-09-04(day): other=vacated by Genesee County Economic Development Center (GCEDC); 2025-12(month): state_environmental_review_initiated=filed by STREAM U.S. Data Centers; 2025-12-16(day): project_announced=n_a by STREAM U.S. Data Centers / Apollo Global Management; 2025-12-18(day): state_environmental_review_initiated=in_progress by Genesee County Economic Development Center (GCEDC); 2026(year): construction_started=planned by STREAM U.S. Data Centers; 2026-01(month): other=denied by NY Department of Environmental Conservation; 2026-02(month): public_hearing_held=n_a by Genesee County Economic Development Center (GCEDC); 2026-02-05(day): other=approved by Genesee County Economic Development Center (GCEDC); 2027(year): partial_operational=pl,500.0,500.0,500.0,2024-10-01,project_announced,2025-03-01,other,local,151,5.0,2030-01-01,1918,True,True,denied,False
"Ranalli Super DC, LLC Data Center",Hencle Blvd and Rt 48,Lysander,NY,13027,Onondaga,43.18687,-76.35703,Proposed,,,,300,Hyperscale (100-999 MW),,,,,,,,120,,,Unknown,,,,110072107454,"TL 460 AC MITIGATION PART 1 - SECTION 1, 2 AND 3",PIPELINE ROW EAST OF ROUTE 690,LYSANDER AND VAN BUREN,NY,,,N,Y,N,N,N,,Non-M,,,,1.2510159858503938,0.39,0.138,0.39,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110072107454,none,0,,,,,0,,,,,,,,,,1,2025,2025,project_announced,"2025(year): project_announced=n_a by Ranalli Super DC, LLC",300.0,300.0,300.0,2025-01-01,project_announced,,,,,,2025-01-01,0,False,False,pending,True
North Country Data Center,1814 State Hwy 131,Massena,NY,13662,St. Lawrence,44.961773,-74.8913,Proposed,,,,176,Hyperscale (100-999 MW),,,,,,,,,,,Unknown,,,,110070069670,ALCOA USA CORP.,1814 STATE HIGHWAY 131,MASSENA,NY,331313 331314,,N,N,Y,N,Y,,,LQG,Y,,0.30057768482484515,1.0,0.273,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070069670,low,0,,,,,0,,,,,,,,,,4,2017,2024-04-17,moratorium_enacted|other|project_announced|public_hearing_held,2017(year): project_announced=n_a by North Country Colocation Services (NCCS); 2024-04-12(day): other=planned by North Country Colocation Services (NCCS); 2024-04-12(day): moratorium_enacted=in_progress by Town of Massena; 2024-04-17(day): public_hearing_held=planned by Town of Massena Town Board,176.0,176.0,176.0,2017-01-01,project_announced,,,,,,2024-04-17,2663,False,False,pending,True
Niagara Digital Campus,Rainbow Blvd & John B Daly Blvds,Niagara Falls,NY,14303,Niagara,43.084515,-79.05135,Proposed,,,,140,Hyperscale (100-999 MW),,,,,,,"600,000",53,$1.5 billion,,Unknown,,,,110070122163,NIAGARA CITY LOFTS,561 PORTAGE RD,NIAGARA FALLS,NY,531110,,N,N,Y,N,N,,,Other,,,0.5954501141645996,0.667,0.667,0.111,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070122163,medium,0,,,,,0,,,,,,,,,,4,2021,2024-10-21,appeals_court_ruling|conditional_use_permit_applied|project_announced|rezoning_applied,2021(year): project_announced=n_a by Niagara Falls Redevelopment (NFR); 2024-09(month): appeals_court_ruling=denied by New York Court of Appeals; 2024-10-21(day): rezoning_applied=filed by Niagara Falls Redevelopment (NFR); 2024-10-21(day): conditional_use_permit_applied=filed by Niagara Falls Redevelopment (NFR),140.0,140.0,140.0,2021-01-01,project_announced,,,,,,2024-10-21,1389,False,True,denied,False
Meta Bowling Green Data Center,20750 Midstar Dr,Bowling Green,OH,43402,Wood,41.45447,-83.6489,Approved/Permitted/Under construction,,Meta,,514,Hyperscale (100-999 MW),Natural gas,Yes - Apollo Generating Station,,,,,"715,000",280,$800 million,2027,Yes,,,,110055082137,HOLLAND,20820 MIDSTAR DR,BOWLING GREEN,OH,484122,,N,N,Y,N,N,,,SQG,Y,,0.1894782232873333,0.846,0.3,0.846,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110055082137,low,0,,,,,0,,,,,,,,,,10,2025-04,2027,construction_started|fully_operational|other|partial_operational|project_announced|rezoning_applied,2025-04(month): construction_started=n_a by Meta; 2025-04-09(day): project_announced=n_a by Meta; 2025-09(month): rezoning_applied=withdrawn by other; 2025-11-05(day): other=filed by Will-Power OH LLC; 2025-12-08(day): other=filed by Ohio EPA; 2026-01-27(day): other=recommended_approval by Ohio Power Siting Board; 2026-02-03(day): other=approved by Ohio Power Siting Board; 2026-02-09(day): construction_started=n_a by Will-Power OH LLC; 2027(year): partial_operational=planned by Will-Power OH LLC; 2027(year): fully_operational=planned by Will-Power OH LLC,514.0,514.0,514.0,2025-04-01,construction_started,2026-01-27,other,state,301,9.9,2027-01-01,640,True,False,approved,False
H5 Data Center,925 Dalton Avenue,Cincinnati,OH,45203,Hamilton,39.10586,-84.5366,Operating,,,,2-6,Small (0-10 MW),,,,,,,"107,000",,,,Unknown,,,,110009658325,BELVEDERE CONSTRUCTION,925 DALTON ST,CINCINNATI,OH,,,N,N,Y,N,N,,,Other,,,0.04446974633017709,1.0,0.0,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110009658325,low,0,,,,,0,,,,,,,,,,2,2021-12-14,2021-12-14,fully_operational|land_purchased,2021-12-14(day): land_purchased=approved by H5 Data Centers; 2021-12-14(day): fully_operational=n_a by H5 Data Centers,2.0,6.0,4.0,2021-12-14,land_purchased,2021-12-14,land_purchased,developer,0,0.0,2021-12-14,0,True,False,approved,False
CLE1,15166 Neo Pkwy,Cleveland,OH,44128,Cuyahoga,41.42835,-81.574,Operating,,,,4.7,Small (0-10 MW),,,,,,,"66,800",,,,Unknown,,,,110004716852,ENTERGY SYSTEM & SERVICES INC,15525 NEO PKWY,CLEVELAND,OH,,,N,N,Y,N,N,,,Other,,,0.1208618150589777,0.667,0.148,0.667,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110004716852,low,0,,,,,0,,,,,,,,,,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Expedient,4.7,4.7,4.7,2025-01-01,fully_operational,,,,,,2025-01-01,0,False,False,pending,True
CLE2,15248 NEO Parkway,Cleveland,OH,44128,Cuyahoga,41.42939,-81.5739,Operating,,,,2,Small (0-10 MW),,,,,,,"24,850",,,,Unknown,,,,110004716852,ENTERGY SYSTEM & SERVICES INC,15525 NEO PKWY,CLEVELAND,OH,,,N,N,Y,N,N,,,Other,,,0.0652526354340003,0.778,0.148,0.778,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110004716852,low,0,,,,,0,,,,,,,,,,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Expedient,2.0,2.0,2.0,2025-01-01,fully_operational,,,,,,2025-01-01,0,False,False,pending,True
CMH2,5700 Innovation Dr,Dublin,OH,43016,Franklin,40.09205,-83.1436,Operating,,,,4.8,Small (0-10 MW),,,,,,,"29,208",,,,Unknown,,,,110004648999,STANLEY STEEMER INT INC,5700 SHIER RINGS RD,DUBLIN,OH,,,N,N,Y,N,N,,,Transporter,Y,,0.32359019521979804,0.702,0.087,0.702,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110004648999,low,0,,,,,0,,,,,,,,,,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by Expedient,4.8,4.8,4.8,,,,,,,,,,,,,
Logistix Data Center,1380 University Blvd,Hamilton,OH,45011,Butler,39.38385,-84.56061,Proposed,,Logistix Property Group,,200,Hyperscale (100-999 MW),,,,,,,320,29,$1 billion,,Yes,https://www.journal-news.com/news/residents-say-no-on-1b-data-center-project-wants-hamilton-to-do-the-same/L3YUSLLR2VHMDFXVBXKPBTOHCA/,,,110004671882,SPEEDWAY 6341  *,1380 CENTRAL AVE,HAMILTON,OH,,,N,N,Y,N,N,,,Other,,,0.3471772293040752,0.769,0.278,0.769,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110004671882,low,0,,,,,0,,,,,,,,,,8,2025-09-08,2026-01,construction_started|other|project_announced|public_hearing_held,2025-09-08(day): project_announced=n_a by Logistix Property Group; 2025-11-12(day): public_hearing_held=n_a by City of Hamilton City Council; 2025-11-19(day): public_hearing_held=n_a by City of Hamilton City Council; 2025-12-03(day): other=approved by City of Hamilton; 2025-12-03(month): other=n_a by Coalition Against Data Centers in South Ohio; 2025-12-03(month): other=in_progress by City of Hamilton; 2026(year): construction_started=planned by Logistix Property Group; 2026-01(month): construction_started=planned by Logistix Property Group,200.0,200.0,200.0,2025-09-08,project_announced,2025-12-03,other,local,86,2.8,2026-01-01,115,True,False,approved,False
Amazon Jeffersonville Data Center,along Interstate 71 between State Route 729 and U.S. 35,Jeffersonville,OH,43128,Fayette,39.62815,-83.57187,Proposed,AI,Amazon,,1184,"Mega campus (>1,000 MW)",Natural gas,Yes - Bluegrass Power Station,,,,,,590,$102.4 million,,Unknown,,,,110007713108,ODOT PROJECT 308 90,INTER STATE RTE 71,JEFFERSONVILLE,OH,,,N,N,Y,N,N,,,Other,,,0.570063587281673,0.486,0.125,0.486,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110007713108,none,0,,,,,0,,,,,,,,,,8,2024-11,<UNKNOWN>,construction_started|fully_operational|interconnection_request_filed|land_purchased|other|project_announced,2024-11(month): project_announced=n_a by Amazon Web Services; 2024-11(month): other=filed by Office of the Ohio Consumers' Counsel; 2024-11(month): interconnection_request_filed=filed by Amazon Web Services; 2024-12(month): other=n_a by Amazon Web Services; 2025(year): construction_started=planned by Amazon Web Services; 2025-01-15(day): land_purchased=n_a by Amazon Web Services; 2026-09(month): fully_operational=planned by Amazon Web Services; <UNKNOWN>(year): other=n_a by Amazon Web Services / Bluegrass Power Generation Facility,1184.0,1184.0,1184.0,2024-11-01,project_announced,,,,,,2026-09-01,669,False,False,pending,True
EdgeConneX New Albany Data Center,9850 Innovation Campus Way W,Johnstown,OH,43031,Licking,40.08851,-82.7583,Approved/Permitted/Under construction,,EdgeConneX,,120-766,Hyperscale (100-999 MW),Natural gas,"Yes - PowerConneX I, II, and III New Albany Energy Center",,4+,,,"1,225,000",270,,2026,Unknown,,,,110069397101,ANOMATIC CORP (0145000510),8880 INNOVATION CAMPUS WAY,NEW ALBANY,OH,332813,,N,N,Y,N,N,,,VSQG,Y,,0.14244145362736474,0.909,0.138,0.909,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110069397101,low,0,,,,,0,,,,,,,,,,10,2025,2027-10,air_permit_applied|construction_started|land_purchased|other|partial_operational|project_announced,2025(year): land_purchased=approved by EdgeConneX; 2025(year): other=filed by PowerConneX; 2025(year): construction_started=in_progress by EdgeConneX; 2025-02(month): air_permit_applied=filed by PowerConneX; 2025-06(month): project_announced=filed by EdgeConneX; 2026-04(month): other=filed by PowerConneX; 2026-04(month): partial_operational=planned by EdgeConneX; 2027(year): partial_operational=planned by EdgeConneX; 2027-07(month): partial_operational=planned by EdgeConneX; 2027-10(month): partial_operational=planned by PowerConneX,120.0,766.0,443.0,2025-01-01,land_purchased,2025-01-01,land_purchased,developer,0,0.0,2027-10-01,1003,True,False,approved,False
Karis Critical Data Center,4500 Beech Rd NW,Johnstown,OH,43031,Licking,40.12115,-82.7517,Proposed,,,,36,Medium (11-50 MW),,,,,,,"211,000",115,,,Unknown,,,,110031355664,ROCKY FORK COMPANY,11231 JOHNSTOWN RD,NEW ALBANY,OH,32199,,N,N,Y,N,N,,,Other,,,1.196088594929711,0.167,0.167,0.16,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110031355664,none,0,,,,,0,,,,,,,,,,3,2025-07,2025-09-03,land_purchased|project_announced|rezoning_council_decision,2025-07(month): rezoning_council_decision=approved by New Albany; 2025-09-03(day): land_purchased=n_a by Karis Critical; 2025-09-03(day): project_announced=planned by Karis Critical,36.0,36.0,36.0,2025-07-01,rezoning_council_decision,2025-07-01,rezoning_council_decision,local,0,0.0,2025-09-03,64,True,False,approved,False
CMH3,281 E. Powell Rd,Lewis Center,OH,43085,Delaware,40.15455,-83.0143,Operating,,,,7,Small (0-10 MW),,,,,,,"102,000",,,,Unknown,,,,110032752180,NATIONWIDE MUTUAL INSURANCE CO,281 EAST POWELL RD,LEWIS CENTER,OH,524126,,N,N,Y,N,N,,,Other,Y,,0.18180235848171086,1.0,0.065,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110032752180,low,0,,,,,0,,,,,,,,,,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by Expedient,7.0,7.0,7.0,,,,,,,,,,,,,
COL 5 (Cologix),6787 Green Meadows Drive,Lewis Center,OH,43085,Delaware,40.19086,-83.0113,Proposed,,,,25,Medium (11-50 MW),,,,,,,"60,000",,,,Unknown,,,,110020121802,HD BUILDER SOLUTIONS GROUP INC (FL0010),7750 GREEN MEADOWS RD,LEWIS CENTER,OH,44221 23833,,N,N,Y,N,N,,,Other,,,1.0642087112396028,0.889,0.217,0.889,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110020121802,low,0,,,,,0,,,,,,,,,,1,2025,2025,other,2025(year): other=n_a by Cologix,25.0,25.0,25.0,2025-01-01,other,,,,,,2025-01-01,0,False,False,pending,True
Vantage Data Center,State Routes 204 and 37/ 11894-11998 Lancaster-Newark Rd NE,Millersport,OH,43046,Fairfield,39.89945,-82.5619,Proposed,,Vantage,,800,Hyperscale (100-999 MW),,,,,,,,500,$1 billion,,Unknown,,,,110007709738,ENTERPRISE PRODUCTS MILLERSPORT STATION,11410 LANCASTER-NEWARK RD,MILLERSPORT,OH,48691,,N,N,Y,N,N,,,VSQG,Y,,0.5867821052935357,0.568,0.25,0.568,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110007709738,low,0,,,,,0,,,,,,,,,,11,2025,2027,construction_started|other|partial_operational|project_announced|project_withdrawn|public_hearing_held,2025(year): construction_started=planned by Vantage Data Centers; 2025-05(month): other=approved by Fairfield County Commissioners; 2025-05(month): other=filed by Millersport Energy Center; 2025-05-30(day): project_announced=n_a by Vantage Data Centers; 2025-07-16(day): public_hearing_held=planned by Ohio Power Siting Board; 2025-09(month): project_withdrawn=withdrawn by Millersport Energy Center; 2025-09(month): project_withdrawn=withdrawn by Millersport Energy Center; 2025-10-14(day): other=in_progress by Fairfield County Commissioners; 2025-10-15(day): project_announced=n_a by Governor Mike DeWine / State of Ohio; 2025-10-15(day): other=approved by State of Ohio; 2027(year): partial_operational=planned by Vantage Data Centers,800.0,800.0,800.0,2025-01-01,construction_started,2025-05-01,other,local,120,3.9,2027-01-01,730,True,True,withdrawn,False
Google New Albany Data Center,~4632 Babbitt Rd,New Albany,OH,43054,Franklin,40.058273,-82.766945,Approved/Permitted/Under construction,,Google,,543-679,Hyperscale (100-999 MW),,,,,,,,,,,Unknown,,,,110070861733,MONTAUK INNOVATIONS LLC,1101 BEECH RD SW,NEW ALBANY,OH,518210,,N,N,Y,N,N,,,VSQG,Y,,0.8496169447755797,0.432,0.167,0.182,true,false,518210,,http://echo.epa.gov/detailed-facility-report?fid=110070861733,none,0,,,,,0,,,,,,,,,,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=in_progress by Google,543.0,679.0,611.0,,,,,,,,,,,,,
New Albany Meta Data Center/Prometheus,1 Community Cir,New Albany,OH,43054,Darke,40.06873,-82.75027,Operating,,Meta,,"691-1,400","Mega campus (>1,000 MW)","Natural gas, Hybrid (onsite and grid)",Yes - Socrates North Power Generation Project,,,,,"27,878,400",345,,,Unknown,,,,110070861733,MONTAUK INNOVATIONS LLC,1101 BEECH RD SW,NEW ALBANY,OH,518210,,N,N,Y,N,N,,,VSQG,Y,,0.2906113473275001,0.561,0.311,0.286,true,false,518210,,http://echo.epa.gov/detailed-facility-report?fid=110070861733,medium,0,,,,,0,,,,,,,,,,5,2017-08,2025-07-15,fully_operational|other|project_announced,2017-08(month): other=approved by Ohio Tax Credit Authority; 2018(year): project_announced=n_a by Facebook (Meta); 2020-02-07(day): fully_operational=n_a by Facebook (Meta); 2025(year): other=planned by Meta; 2025-07-15(day): project_announced=planned by Meta (Mark Zuckerberg),691.0,1400.0,1045.5,2017-08-01,other,2017-08-01,other,state,0,0.0,2025-07-15,2905,True,False,approved,False
CMH1,"5000 Arlington Centre Blvd Building One, Arlington Centre Blvd",Upper Arlington,OH,43220,Franklin,40.05789,-83.0785,Operating,,,,1.6,Small (0-10 MW),,,,,,,"21,591",,,,Unknown,,,,110004642110,SWAN SUPER CLEANERS NO  2,1821 HENDERSON RD,COLUMBUS,OH,531120,,N,N,Y,N,N,,,Other,,,0.6201004016236703,0.373,0.071,0.123,true,false,531120,,http://echo.epa.gov/detailed-facility-report?fid=110004642110,none,0,,,,,0,,,,,,,,,,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by Expedient,1.6,1.6,1.6,,,,,,,,,,,,,
Wilmington Data Center,1488 US-68,Wilmington,OH,45177,Clinton,39.42304,-83.845474,Suspended,AI / hyperscale data center,Amazon,,400-600,Hyperscale (100-999 MW),,,,,,,,471,$4 billion,,Yes,Project tabled pending more information before planning commission. ,,,110016716516,CLINTON ASPHALT COMPANY,1481 US HIGHWAY 68 S,WILMINGTON,OH,,,N,N,Y,N,N,,,Other,,,0.6456752599421623,0.9,0.48,0.9,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110016716516,low,0,,,,,0,,,,,,,,,,10,2024-01-30,2026-01-07,land_purchased|other|project_announced|project_suspended|public_hearing_held|rezoning_council_decision|site_plan_applied,2024-01-30(day): other=n_a by City of Wilmington; 2025-08(month): land_purchased=n_a by Amazon Web Services; 2025-11(month): rezoning_council_decision=approved by City of Wilmington; 2025-11-19(day): project_announced=n_a by Amazon Web Services; 2025-11-25(day): public_hearing_held=n_a by Wilmington City Council; 2025-11-25(day): other=in_progress by Wilmington City Council; 2025-12-04(day): other=approved by Wilmington City Council; 2025-12-15(day): other=n_a by Good Jobs First / Policy Matters Ohio; 2026-01(month): site_plan_applied=filed by Amazon Web Services; 2026-01-07(day): project_suspended=halted by Wilmington Planning Commission,400.0,600.0,500.0,2024-01-30,other,2025-11-01,rezoning_council_decision,local,641,21.1,2026-01-07,708,True,True,denied,False
