project_facility_name,project_city,project_state,project_county,project_lat,project_long,project_status,project_mw,project_operator,event_type,event_subtype,decision,actor,actor_level,date,date_precision,source_url,source_quote
CODA at Tech Sq (GA Tech High Performance Computing Center),Atlanta,GA,Fulton,33.77551,-84.38868,Operating,13.94999981,Georgia Tech Foundation,other,DRI Completeness Certification,approved,Atlanta Regional Commission,state,2016-06-06,day,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=2569,Completeness Certification: 6/6/2016
CODA at Tech Sq (GA Tech High Performance Computing Center),Atlanta,GA,Fulton,33.77551,-84.38868,Operating,13.94999981,Georgia Tech Foundation,other,DRI Request for Comments Issued,in_progress,Atlanta Regional Commission,state,2016-06-06,day,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=2569,Request for Comments: 6/6/2016
CODA at Tech Sq (GA Tech High Performance Computing Center),Atlanta,GA,Fulton,33.77551,-84.38868,Operating,13.94999981,Georgia Tech Foundation,state_environmental_review_decision,RDC (Regional Development Center) Finding,approved,Atlanta Regional Commission,state,2016-06-22,day,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=2569,RDC Finding: 6/22/2016
Cogent Data Center Atlanta 1,Atlanta,GA,Fulton,33.75585,-84.39107,Operating,,Cogent Communications,fully_operational,,n_a,Cogent Communications,developer,2001,year,https://baxtel.com/data-center/cogent-atlanta-55-marietta,Cogent: Atlanta Year Built: 2001
COL 1 (Cologix),Columbus,OH,Franklin,40.11592,-83.0025,Operating,30,,fully_operational,,n_a,Cologix,developer,2025,year,https://cologix.com/data-centers/columbus/,"COL1 Cologix Interconnection Hub 535 Scherers Court, Columbus, Ohio"
COL 2 (Cologix),Columbus,OH,Franklin,40.11582,-83.0025,Operating,30,,fully_operational,,n_a,Cologix,developer,2025,year,https://cologix.com/data-centers/columbus/,"COL2 Cologix's Enterprise-Grade Data Center 555 Scherers Court, Columbus, Ohio"
COL 3 (Cologix),Columbus,OH,Franklin,40.11585,-83.0023,Operating,18+,,fully_operational,Facility listed as operating; no specific operational date provided in source,n_a,Cologix,developer,2025,year,https://cologix.com/data-centers/columbus/,"COL3 State-of-the-Art 160K SQFT, 18+ MW Data Center 585 Scherers Court, Columbus, Ohio"
COL 3 (Cologix),Columbus,OH,Franklin,40.11585,-83.0023,Operating,18+,,other,Uptime Institute Tier III Certification of Constructed Facility awarded,approved,Uptime Institute,other,2025,year,https://cologix.com/data-centers/columbus/,"COL3, our 160K SQFT, 18+MW Scalelogix data center, has been awarded the coveted Uptime Institute Tier III Certification of Constructed Facility."
COL 4 (Cologix),Columbus,OH,Franklin,40.11852,-82.9993,Operating,33,,fully_operational,Facility listed as operating on Cologix website; no specific operational date provided in source,n_a,Cologix,developer,2025,year,https://cologix.com/data-centers/columbus/,"COL4 Interconnected Scalelogix Data Center 7500 Alta View, Columbus, Ohio"
COL 5 (Cologix),Lewis Center,OH,Delaware,40.19086,-83.0113,Proposed,25,,other,facility_listed_on_operator_website,n_a,Cologix,developer,2025,year,https://cologix.com/data-centers/columbus/,"COL5 Unmatched Connectivity in an Industry-Leading Data Center 6787 Green Meadows Drive, Columbus, Ohio More on COL5"
Coloblox (HQ),Atlanta,GA,Cobb,33.88972,-84.465515,Operating,,Coloblox,fully_operational,,n_a,Coloblox,developer,1998,year,https://baxtel.com/data-center/coloblox,Year Built: 1998
Colossus Data Center,Spring Hill,KS,Johnson,38.781784,-94.77902,Cancelled,,,rezoning_applied,,filed,Colossus Data Center Advisors,developer,2026,year,https://www.datacenterdynamics.com/en/news/developer-withdraws-plan-to-build-316-acre-data-center-in-spring-hill-kansas/,the company was set to request that the land parcel be rezoned for manufacturing uses
Colossus Data Center,Spring Hill,KS,Johnson,38.781784,-94.77902,Cancelled,,,public_hearing_held,Planned planning commission meeting that never occurred due to withdrawal,planned,City of Spring Hill Planning Commission,local,2026-03-25,day,https://www.datacenterdynamics.com/en/news/developer-withdraws-plan-to-build-316-acre-data-center-in-spring-hill-kansas/,withdrawn its proposal ahead of a planning commission meeting that was set to take place on March 25
Colossus Data Center,Spring Hill,KS,Johnson,38.781784,-94.77902,Cancelled,,,project_withdrawn,,withdrawn,Colossus Data Center Advisors,developer,2026-03-06,day,https://www.datacenterdynamics.com/en/news/developer-withdraws-plan-to-build-316-acre-data-center-in-spring-hill-kansas/,"City of Spring Hill, who wrote in a March 6 Facebook post that ""there [was] no longer a pending zoning request for that property."""
Colovore,Santa Clara,CA,Santa Clara,37.37739,-121.953,Operating,,,project_announced,,n_a,Colovore,developer,2014,year,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,"The company launched its original single-story, 24,000 sq ft (2,230 sqm) facility at 1101 Space Park Drive in Santa Clara in 2014"
Colovore,Santa Clara,CA,Santa Clara,37.37739,-121.953,Operating,,,fully_operational,SJC01 facility launch,n_a,Colovore,developer,2014,year,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,"The company launched its original single-story, 24,000 sq ft (2,230 sqm) facility at 1101 Space Park Drive in Santa Clara in 2014"
Colovore,Santa Clara,CA,Santa Clara,37.37739,-121.953,Operating,,,other,SJC01 2MW expansion announced,n_a,Colovore,developer,2022-02,month,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,the last 2MW expansion announced in February 2022
Colovore,Santa Clara,CA,Santa Clara,37.37739,-121.953,Operating,,,project_announced,SJC02 project announced,n_a,Colovore,developer,2022-11,month,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,"The company announced plans to build a second 9MW facility, known as SJC02, on a neighboring plot in November 2022."
Colovore,Santa Clara,CA,Santa Clara,37.37739,-121.953,Operating,,,fully_operational,"SJC02 scheduled launch (December 2024, per article dated December 9, 2024)",planned,Colovore,developer,2024-12,month,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,"The facility, located at 3060 Raymond Street, is due to launch in December."
Colovore,Santa Clara,CA,Santa Clara,37.37739,-121.953,Operating,,,other,Acquisition of Colovore by King Street investment firm,n_a,Colovore,developer,2024,year,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,"Previously owned by Digital Realty Trust and Silicon Valley real estate development firm Pelio & Associates, investment firm King Street acquired the company earlier this year."
Colovore,Santa Clara,CA,Santa Clara,37.37739,-121.953,Operating,,,other,Facility uses liquid cooling technology,n_a,Colovore,developer,other_info,year,other_info,Liquid cooled
Colovore: Project Raptor,Hutto,TX,Williamson,30.54322,-97.57,Proposed,,,project_announced,,n_a,Colovore,developer,2024-12-09,day,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,"Colovore is developing a liquid-cooled data center outside Austin, Texas. The development is known as Project Raptor and would see an estimated $500 million invested."
Colovore: Project Raptor,Hutto,TX,Williamson,30.54322,-97.57,Proposed,,,special_use_permit_applied,,filed,Colovore,developer,2024-12,month,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,"The company had filed to develop a 180,000 sq ft data center and 13,000 sq ft office complex at 2351 Innovation Blvd... in Williamson County."
Colovore: Project Raptor,Hutto,TX,Williamson,30.54322,-97.57,Proposed,,,special_use_permit_decision,site use permit granted,granted,Hutto City Council,local,2024-12,month,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,Colovore was granted a site use permit by Hutto City Council last week for a new data center.
Colovore: Project Raptor,Hutto,TX,Williamson,30.54322,-97.57,Proposed,,,construction_started,planned construction start early 2026,planned,Colovore,developer,2026,year,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,Construction could start in early 2026.
Columbia Data Center,Columbia,MO,Boone,38.989983,-92.2809,Proposed,,,rezoning_planning_commission_recommendation,,recommended_approval,Columbia Planning and Zoning Commission,local,2025,year,https://www.komu.com/news/midmissourinews/columbia-residents-speak-against-rezoning-farm-land-for-possible-data-center/article_c4429655-ed89-51d3-a5df-6e57681b2548.html,"The commission voted 5-2 to recommended a zoning change for the property, which is about 63 acres."
Columbia Data Center,Columbia,MO,Boone,38.989983,-92.2809,Proposed,,,public_hearing_held,,n_a,Columbia Planning and Zoning Commission,local,2025,year,https://www.komu.com/news/midmissourinews/columbia-residents-speak-against-rezoning-farm-land-for-possible-data-center/article_c4429655-ed89-51d3-a5df-6e57681b2548.html,Columbia resident James Gordon said during a city Planning and Zoning Commission meeting on Thursday.
Columbia Data Center,Columbia,MO,Boone,38.989983,-92.2809,Proposed,,,rezoning_council_decision,Rezoning council vote scheduled/pending after Planning and Zoning Commission recommendation,planned,Columbia City Council,local,2025,year,https://www.komu.com/news/midmissourinews/columbia-residents-speak-against-rezoning-farm-land-for-possible-data-center/article_c4429655-ed89-51d3-a5df-6e57681b2548.html,The next step would be for the proposal to go before the Columbia City Council for approval.
Comcast Data Center,Clinton,NJ,Hunterdon,40.63284,-74.9191,Proposed,,,project_announced,,n_a,Comcast Cable,developer,2025-08-11,day,https://www.datacenterdynamics.com/en/news/comcast-to-convert-former-bank-into-data-center-in-new-jersey/,"Comcast to convert former bank into data center in New Jersey... August 11, 2025"
Comcast Data Center,Clinton,NJ,Hunterdon,40.63284,-74.9191,Proposed,,,conditional_use_permit_decision,land use board approval for conversion of former bank to data center,approved,Clinton Town Land Use Board,local,2025-08-11,day,https://www.datacenterdynamics.com/en/news/comcast-to-convert-former-bank-into-data-center-in-new-jersey/,the Clinton Town land use board recently approved the conversion of a vacant bank in the Hunterdon County town into a data center
Comcast Data Center,Moorestown,NJ,Burlington,39.98939,-74.8896,Proposed,,,conditional_use_permit_decision,Land use board approval for conversion of former bank to data center,approved,Clinton Town Land Use Board,local,2025-08,month,https://www.datacenterdynamics.com/en/news/comcast-to-convert-former-bank-into-data-center-in-new-jersey/,the Clinton Town land use board recently approved the conversion of a vacant bank in the Hunterdon County town into a data center
Comcast Data Center,Moorestown,NJ,Burlington,39.98939,-74.8896,Proposed,,,project_announced,Project reported publicly via Data Center Dynamics,n_a,Comcast Cable,developer,2025-08-11,day,https://www.datacenterdynamics.com/en/news/comcast-to-convert-former-bank-into-data-center-in-new-jersey/,"Comcast to convert former bank into data center in New Jersey... August 11, 2025"
Comcast West Chester Data Center,West Chester,PA,Chester,39.9987,-75.5737,Operating,,Comcast,other,facility_mentioned_as_existing,n_a,Comcast,developer,2025-08-11,day,https://www.datacenterdynamics.com/en/news/comcast-to-convert-former-bank-into-data-center-in-new-jersey/,"DataCenterMap lists four Comcast facilities in the US; ... one each in Colorado, Maryland, and West Chester, Pennsylvania (at 1354 Boot Road)."
Compass Data Center,Goodyear,AZ,Maricopa,33.44123,-112.377,Approved/Permitted/Under construction,,Compass Data Centers,land_purchased,,n_a,Compass Datacenters,developer,2019-01,month,https://www.datacenterdynamics.com/en/news/compass-datacenters-starts-build-hyperscale-arizona-campus/,"It was reported in January that Compass bought this 200 acre land parcel in Goodyear, a suburb of Phoenix."
Compass Data Center,Goodyear,AZ,Maricopa,33.44123,-112.377,Approved/Permitted/Under construction,,Compass Data Centers,rezoning_council_decision,,approved,City of Goodyear,local,2019-03,month,https://www.datacenterdynamics.com/en/news/compass-datacenters-starts-build-hyperscale-arizona-campus/,"In March of this year, the city of Goodyear agreed to rezone the land Compass bought from a light industrial zone into a light industrial park."
Compass Data Center,Goodyear,AZ,Maricopa,33.44123,-112.377,Approved/Permitted/Under construction,,Compass Data Centers,construction_started,"Phase 1 construction started (2 buildings, 72MW combined)",n_a,Compass Datacenters,developer,2019-07,month,https://www.datacenterdynamics.com/en/news/compass-datacenters-starts-build-hyperscale-arizona-campus/,"Compass Datacenters has begun construction on the first two data centers in its Goodyear, Arizona hyperscale campus."
Compass Data Center,Goodyear,AZ,Maricopa,33.44123,-112.377,Approved/Permitted/Under construction,,Compass Data Centers,project_announced,,n_a,Compass Datacenters,developer,2019-07-10,day,https://www.datacenterdynamics.com/en/news/compass-datacenters-starts-build-hyperscale-arizona-campus/,"Plans for a campus with eight data centers and a potential capacity of 350MW July 10, 2019"
Compass Data Center,Statesville,NC,Iredell,35.77436,-80.9749,Approved/Permitted/Under construction,,,project_announced,,n_a,Compass Datacenters,developer,2025-08-18,day,https://www.datacenterdynamics.com/en/news/compass-datacenters-proposes-333-acre-campus-in-statesville-north-carolina/,"Compass Datacenters has proposed a new data center campus in North Carolina... August 18, 2025"
