facility_name,city,state,county,lat,long,status,mw,operator_name,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary
TRACT Data Center,Farmington,MN,Dakota,44.62754,-93.1229,Proposed,,,4,2024-09,2024-12,lawsuit_filed|project_announced|rezoning_council_decision|site_plan_applied,2024-09(month): project_announced=n_a by Tract; 2024-09(month): site_plan_applied=filed by Tract; 2024-12(month): rezoning_council_decision=approved by Farmington City Council; 2024-12(year): lawsuit_filed=filed by Farmington residents
Project Loon,Hermantown,MN,St. Louis,46.77741,-92.28186,Suspended,,Google,13,2025-06,2026-03-04,lawsuit_filed|other|power_purchase_agreement_signed|project_announced|project_suspended|public_hearing_held|rezoning_applied|rezoning_council_decision|special_use_permit_applied,2025-06(month): project_announced=n_a by Mortenson / Harmony Group LLC; 2025-10(month): rezoning_applied=filed by Mortenson / Harmony Group LLC; 2025-10-20(day): public_hearing_held=n_a by Hermantown City Council; 2025-10-20(day): rezoning_council_decision=approved by Hermantown City Council; 2025-10-21(day): other=filed by Minnesota Environmental Quality Board; 2025-10-22(day): project_suspended=halted by Hermantown City Council; 2025-11-05(day): lawsuit_filed=filed by Minnesota Center for Environmental Advocacy / Stop the Hermantown Data Center; 2025-11-05(day): lawsuit_filed=filed by Minnesota Center for Environmental Advocacy / Stop the Hermantown Data Center; 2025-11-10(day): special_use_permit_applied=withdrawn by Mortenson; 2025-11-14(day): other=planned by Mortenson; 2025-12-03(day): other=n_a by City of Hermantown; 2026-03-04(day): other=n_a by Google; 2026-03-04(day): power_purchase_agreement_signed=approved by Google / Minnesota Power
US Internet Data Center,Minneapolis,MN,Hennepin,45.02485,-93.3328,Proposed,,,5,2025,2025-08-01,conditional_use_permit_decision|land_purchased|other|project_announced|variance_decision,2025(year): land_purchased=n_a by US Internet; 2025(year): other=n_a by Pro-Life Action; 2025-03(month): variance_decision=approved by Robbinsdale City Council; 2025-03(month): conditional_use_permit_decision=approved by Robbinsdale City Council; 2025-08-01(day): project_announced=n_a by US Internet
Geronimo Power Data Center,Nobles County,MN,Murray,43.85769,-95.73042,Proposed,400-500,,5,2025,2030,fully_operational|land_purchased|project_announced|public_hearing_held|state_environmental_review_initiated,2025(year): state_environmental_review_initiated=planned by Geronimo Power; 2025-12-02(day): project_announced=planned by Geronimo Power; 2025-12-02(day): public_hearing_held=n_a by Nobles County Planning Commission; 2025-12-02(day): land_purchased=planned by Geronimo Power; 2030(year): fully_operational=planned by Geronimo Power
Project Skyway,Pine Island,MN,Goodhue,44.22483,-92.6442,Proposed,1200-1600,"Ryan Companies US, Inc.",6,2025-03,2026-02-24,other|power_purchase_agreement_signed|project_announced|public_hearing_held|state_environmental_review_initiated,"2025-03(month): project_announced=n_a by Ryan Companies US, Inc.; 2025-03(month): state_environmental_review_initiated=in_progress by City of Pine Island; 2025-04-17(day): public_hearing_held=n_a by City of Pine Island; 2026-02-05(day): other=approved by Pine Island City Council; 2026-02-24(day): project_announced=n_a by Google; 2026-02-24(day): power_purchase_agreement_signed=approved by Google / Xcel Energy"
Columbia Data Center,Columbia,MO,Boone,38.989983,-92.2809,Proposed,,,3,2025,2025,public_hearing_held|rezoning_council_decision|rezoning_planning_commission_recommendation,2025(year): rezoning_planning_commission_recommendation=recommended_approval by Columbia Planning and Zoning Commission; 2025(year): public_hearing_held=n_a by Columbia Planning and Zoning Commission; 2025(year): rezoning_council_decision=planned by Columbia City Council
Nebius Data Center,Independence,MO,Jackson,39.073467,-94.332855,Proposed,880,Patmos,9,2024-11-13,2028,construction_started|land_purchased|other|partial_operational|project_announced,2024-11-13(day): other=approved by Nebius / Patmos; 2025-12(month): land_purchased=n_a by Nebius; 2026-01(month): construction_started=in_progress by Nebius; 2026-01-12(day): project_announced=n_a by Nebius; 2026-01-20(day): other=approved by Independence City Council; 2026-03-04(day): other=approved by Independence City Council; 2026-03-04(day): other=approved by Independence City Council; 2026-03-04(day): other=in_progress by Stop the AI Data Center in Independence (citizen group); 2028(year): partial_operational=planned by Nebius
Wildwood Ranch Data Center,Joplin,MO,Jasper,37.06882,-94.60008,Approved/Permitted/Under construction,200,,4,2026-01,2026-01,other|public_hearing_held|rezoning_council_decision|rezoning_planning_commission_recommendation,2026-01(month): rezoning_planning_commission_recommendation=recommended_approval by Joplin City Planning Commission; 2026-01(month): rezoning_council_decision=approved by Joplin City Council; 2026-01(month): public_hearing_held=n_a by Joplin City Council; 2026-01(month): other=in_progress by Joplin Citizens Against Wildwood Ranch Data Center Site
Cielo Digital Infrastructure,Kansas City,MO,Jackson,39.01764,-94.5668,Proposed,500,,1,2025-06-24,2025-06-24,project_announced,2025-06-24(day): project_announced=planned by Cielo Digital Infrastructure
Google Data Center (Project Micah),Kansas City,MO,Clay,39.31801,-94.5773,Approved/Permitted/Under construction,700,Google,10,2022,2026-02-13,construction_started|land_purchased|other|project_announced|site_plan_applied,2022(year): project_announced=n_a by Diode Ventures; 2022(year): site_plan_applied=filed by Diode Ventures; 2023(year): land_purchased=n_a by Google; 2024-01(month): project_announced=n_a by Google; 2024-06-21(day): site_plan_applied=filed by Google; 2025-04-15(day): other=recommended_approval by Port Authority of Kansas City; 2025-07(month): other=approved by Port Authority of Kansas City; 2025-07(month): other=approved by Port Authority of Kansas City; 2026-02-13(day): construction_started=n_a by Google; 2026-02-13(day): other=n_a by Evergy
Meta Data Center (KCM),Kansas City,MO,Platte,39.32488,-94.6011,Operating,,Meta,6,2021-12,2025-08-20,construction_started|fully_operational|land_purchased|other|project_announced,2021-12(month): land_purchased=n_a by Meta; 2022(year): project_announced=n_a by Meta; 2022(year): construction_started=n_a by Meta; 2022-12(month): land_purchased=n_a by Meta; 2025-08-20(day): fully_operational=n_a by Meta; 2025-08-20(day): other=approved by Meta
Project Kestrel (Port KC),Kansas City,MO,Platte,39.35368,-94.6967,Proposed,,,7,2025,2026-03-20,construction_started|land_purchased|other|project_announced,2025(year): other=approved by Port KC; 2025-08-26(day): project_announced=n_a by Port KC / Shenandoah Computing LLC; 2025-08-26(day): other=filed by Shenandoah Computing LLC / Port KC Board of Commissioners; 2025-11(month): other=n_a by Platte County Presiding Commissioner Scott Fricker; 2026(year): construction_started=planned by Shenandoah Computing LLC; 2026-03-20(day): land_purchased=n_a by Shenandoah Computing LLC; 2026-03-20(day): other=n_a by Evergy
Amazon Project Green,New Florence,MO,Montgomery,38.905663,-91.41777,Proposed,,NorthPoint Development,8,2025-12,2026-02-17,building_permit_applied|land_purchased|lawsuit_filed|other|project_announced|public_hearing_held,"2025-12(month): project_announced=n_a by NorthPoint Development / Amazon Web Services; 2025-12-03(day): other=approved by Montgomery County Commission; 2025-12-08(day): public_hearing_held=n_a by Montgomery County Commission; 2026(year): land_purchased=planned by NorthPoint Development / Amazon Web Services; 2026(year): building_permit_applied=planned by NorthPoint Development / Amazon Web Services; 2026-01-12(day): public_hearing_held=n_a by Montgomery County Commission; 2026-02(month): other=approved by Montgomery County Commission; 2026-02-17(day): lawsuit_filed=filed by Preserve Montgomery County, LLC"
Google Project Spade,New Florence,MO,Montgomery,38.8889,-91.440025,Proposed,1200,Related Digital ,8,2025-11,2026-01-28,building_permit_applied|construction_started|land_purchased|other|project_announced|public_hearing_held|site_plan_approved,2025-11(month): site_plan_approved=approved by Montgomery County Commission; 2025-12-03(day): project_announced=planned by Related Digital / Spade Property Owner LLC; 2025-12-03(day): other=approved by Montgomery County Commission; 2025-12-03(day): building_permit_applied=planned by Spade Property Owner LLC / Related Digital; 2025-12-08(day): public_hearing_held=n_a by Montgomery County Commission; 2026(year): construction_started=planned by Related Digital; 2026(year): land_purchased=planned by Spade Property Owner LLC / Related Digital; 2026-01-28(day): project_announced=n_a by Google / Related Digital
Diode Ventures Project Harper,Peculiar,MO,Cass,38.74797,-94.4821,Cancelled,,Diode Ventures,7,2024,2024-10-23,moratorium_enacted|project_announced|project_cancelled|public_hearing_held|rezoning_council_decision|rezoning_planning_commission_recommendation,2024(year): rezoning_council_decision=approved by Peculiar Board of Aldermen; 2024(year): moratorium_enacted=n_a by Peculiar Board of Aldermen; 2024-01(month): project_announced=n_a by Diode Ventures; 2024-09(month): rezoning_planning_commission_recommendation=recommended_denial by Peculiar Planning Commission; 2024-10(month): public_hearing_held=n_a by Peculiar Board of Aldermen; 2024-10(month): rezoning_council_decision=denied by Peculiar Board of Aldermen; 2024-10-23(day): project_cancelled=halted by Diode Ventures
Data center,St Charles,MO,St. Charles,38.82242,-90.5378,Proposed,,,2,2025-08-07,2025-08-19,project_announced|public_hearing_held,2025-08-07(day): project_announced=n_a by Unknown Developer; 2025-08-19(day): public_hearing_held=planned by St. Charles City Council
Project Cumulus,St Charles,MO,St. Charles,38.81535,-90.5454,Proposed,,,8,2025-03,2025-08,conditional_use_permit_applied|conditional_use_permit_decision|moratorium_enacted|project_announced|public_hearing_held|site_plan_applied|site_plan_approved,2025-03(month): project_announced=n_a by CRG Cumulus LLC / Clayco; 2025-06(month): public_hearing_held=n_a by St. Charles County Planning and Zoning Commission; 2025-07-14(day): site_plan_applied=filed by CRG Cumulus LLC; 2025-07-14(day): conditional_use_permit_applied=filed by CRG Cumulus LLC; 2025-07-14(day): site_plan_approved=recommended_approval by St. Charles County Planning and Zoning Commission; 2025-07-14(day): conditional_use_permit_decision=recommended_denial by St. Charles County Planning and Zoning Commission; 2025-07-14(day): public_hearing_held=n_a by St. Charles County Planning and Zoning Commission; 2025-08(month): moratorium_enacted=approved by St. Charles City Council
Netrality Data Centers St. Louis - 210 North Tucker,St. Louis,MO,St. Louis,38.62937,-90.1973,Operating,,,2,2025-09-15,2025-09-15,fully_operational|moratorium_enacted,2025-09-15(day): fully_operational=n_a by Netrality Data Centers; 2025-09-15(day): moratorium_enacted=in_progress by City of St. Louis Board of Aldermen / Planning Commission
Netrality Data Centers St. Louis - 900 Walnut,St. Louis,MO,St. Louis,38.62554,-90.1953,Operating,,,2,2025-09-15,2025-09-15,fully_operational|moratorium_enacted,2025-09-15(day): fully_operational=n_a by Netrality Data Centers; 2025-09-15(day): moratorium_enacted=in_progress by City of St. Louis Board of Aldermen / Planning Commission
Tierpoint Data Center,St. Louis,MO,St Charles County,38.63161,-90.2377,Proposed,,,3,<UNKNOWN>,<UNKNOWN>,moratorium_enacted|moratorium_expired|project_announced,<UNKNOWN>(year): project_announced=planned by Tierpoint; <UNKNOWN>(year): moratorium_enacted=n_a by St. Charles County; <UNKNOWN>(year): moratorium_expired=n_a by St. Charles County
TierPoint - St Louis Data Center,St. Louis,MO,St. Louis,38.62968,-90.1963,Operating,,,2,2025-09-15,2025-09-15,fully_operational|moratorium_enacted,2025-09-15(day): fully_operational=n_a by TierPoint; 2025-09-15(day): moratorium_enacted=in_progress by City of St. Louis Board of Aldermen / Planning Commission
AVAIO Digital,Brandon,MS,Rankin,32.26581,-90.015,Approved/Permitted/Under construction,116,,5,2025-08-19,2027,construction_started|fully_operational|other|project_announced,2025-08-19(day): project_announced=n_a by AVAIO Digital Partners; 2025-08-19(day): other=approved by Mississippi Development Authority; 2025-09-13(day): construction_started=n_a by AVAIO Digital Partners; 2025-09-13(day): other=approved by Mississippi Development Authority; 2027(year): fully_operational=planned by AVAIO Digital Partners
Amazon Madison Mega Site,Canton,MS,Madison,32.595337,-90.09618,Operating,341-819,Amazon,0,,,,
Project Atlas,Madison,MS,Madison,32.49415,-90.1675,Proposed,"1,000+",Amazon,5,2024-01-25,2025-03-07,construction_started|fully_operational|other|project_announced,2024-01-25(day): project_announced=n_a by Amazon Web Services (AWS); 2024-01-25(day): other=approved by Mississippi State Legislature; 2024-01-25(day): other=approved by Mississippi State Legislature; 2025(year): fully_operational=n_a by Amazon Web Services (AWS); 2025-03-07(day): construction_started=in_progress by Amazon Web Services (AWS)
Amazon Ridgeland,Ridgeland,MS,Madison,32.41277,-90.190216,Approved/Permitted/Under construction,1000,Amazon,3,<UNKNOWN>,<UNKNOWN>,construction_started|land_purchased|project_announced,<UNKNOWN>(year): project_announced=n_a by Amazon Web Services; <UNKNOWN>(year): land_purchased=n_a by Amazon Web Services; <UNKNOWN>(year): construction_started=n_a by Birdsong Construction
Project Steamboat,Vicksburg,MS,Warren,32.256226,-90.9371,Proposed,,Amazon,4,2025-11-21,2026,construction_started|other|project_announced,2025-11-21(day): project_announced=n_a by Governor Tate Reeves / Amazon; 2025-11-21(day): other=n_a by Entergy Mississippi; 2025-11-21(day): other=n_a by Mississippi State Legislature / Governor Tate Reeves; 2026(year): construction_started=planned by Amazon
Butte Data Center,Butte,MT,Silver Bow,45.997078,-112.666306,Proposed,50-250,Sabey Data Centers,6,2025-04,2025-12-08,land_purchased|other|project_announced|public_hearing_held|water_permit_applied,2025-04(month): land_purchased=in_progress by Sabey Data Centers; 2025-10(month): public_hearing_held=n_a by Montana Environmental Information Center; 2025-11-28(day): project_announced=n_a by Sabey Data Centers; 2025-11-28(day): other=approved by NorthWestern Energy; 2025-11-28(day): water_permit_applied=planned by Sabey Data Centers; 2025-12-08(day): other=filed by Tonya Geraghty
